startup_name,industry,revenue,expenses,churn_rate,user_growth_rate,funding_received,profit_margin,customer_satisfaction_score,success
Startup_57,Tech,18456,28385,0.055769906267894846,0.2938955337003947,265083,-0.0381040501788312,6.242803996966623,0
Startup_58,Finance,61397,40158,0.22612535754288401,0.4728431800820787,413986,-0.029500211894757683,7.154093808008871,0
Startup_59,Tech,43765,25019,0.10584854379181236,0.14921766206298687,442537,0.014233016360140016,7.778069624617068,0
Startup_60,Finance,39816,20639,0.10149441492879031,0.37657665966384646,489178,-0.1554206627482383,7.547071521575084,0
Startup_61,Finance,50106,23563,0.05607769117279052,0.32776205938192654,119863,-0.07601099906122219,8.826548119590356,1
Startup_62,Tech,58932,41341,0.18476877732946473,0.3827337034240903,51777,-0.1964022606901078,2.7049908985066247,1
Startup_63,Tech,22100,7776,0.3811661235468145,0.14660053878764157,56250,0.11178666477405075,4.610331725426178,0
Startup_64,Finance,62091,38444,0.1454564283858641,0.3492475323069982,345178,-0.1410212358074201,9.530164594130113,0
Startup_65,Health,26949,70916,0.16305105992390165,0.27411817687559104,377084,0.27785682353093927,4.569315169476967,0
Startup_66,Retail,75080,10711,0.32491058225948755,0.3842712387078423,312274,-0.03506400416584615,2.123830692153304,1
Startup_67,Tech,42744,76318,0.10596199816759025,0.19717008986831802,485147,0.460501900824624,5.729006137259616,1
Startup_68,Retail,50543,32707,0.4495093859075318,0.4505256614593636,190418,0.4098761391790568,1.9854187529901595,1
Startup_69,Health,97193,41110,0.26489335639326167,0.08793559157510766,405753,0.0026086264777457346,2.825679148550787,0
Startup_70,Health,41187,63788,0.2293254407569063,0.4132351934560346,225834,0.348250818259675,9.98486880913861,1
Startup_71,Health,12239,40827,0.2833318940453087,0.4375938316167909,25216,0.3622714332653643,5.872263745565188,1
Startup_72,Tech,19489,7655,0.09135681357393577,0.41776354011506955,356293,0.4905941798800873,3.5565255013638613,1
Startup_73,Health,63017,46859,0.3106018379331964,0.2807268774177992,13009,0.21848799079197945,9.952974591165155,1
Startup_74,Tech,66877,55625,0.1879193609506651,0.24727324101384263,362048,-0.14262398574943647,9.699030266996289,1
Startup_75,Health,48125,54098,0.4496213070726633,0.49831802893619453,170399,0.2527860602484666,4.966651369758372,0
Startup_76,Retail,54922,17251,0.0927385612720662,0.15312737804637294,155281,0.2374858238632246,3.343627979091176,0
Startup_77,Retail,99074,2526,0.2584550408940661,0.29609418464422005,189515,0.24684540419430218,8.545596742829709,0
Startup_78,Finance,37049,70760,0.3030751883908188,0.3518039864220465,25029,0.015001953672948043,7.4405864527460714,0
Startup_79,Retail,42131,49837,0.0263579648753268,0.3653904361376444,470829,0.40177570955623304,7.182472915031593,1
Startup_80,Finance,47944,13536,0.18820963113050873,0.14181109958236043,220515,0.4716305280687883,9.038023671902254,0
Startup_81,Retail,78963,30541,0.36899126500340806,0.34429734155291053,198069,-0.04760124091529394,7.2047542048419215,0
Startup_82,Tech,29285,53027,0.41198497864999695,0.41826630491660177,374315,-0.1382934893043489,3.5541814873739423,0
Startup_83,Retail,42626,36531,0.16344937746046836,0.0725083595695005,124456,-0.06382547678206116,7.244768456881591,1
Startup_84,Finance,47808,10712,0.4013107034675481,0.46018458199639245,334703,0.37438649747900316,3.7523216015529757,0
Startup_85,Finance,93464,67455,0.48420037978066055,0.06327682481534268,337036,0.2736512443738932,7.833150816912956,1
Startup_86,Health,58871,76744,0.42986822867679614,0.21018696461977748,342553,0.24523313963738858,6.577730690424094,1
Startup_87,Tech,24198,7109,0.06764555419806935,0.057115938304832935,411851,0.08125519457659713,1.6967039678627551,1
Startup_88,Retail,24758,51268,0.3724678627219149,0.08471532584281184,305209,0.20447958005800498,5.615518261916279,0
Startup_89,Health,20254,56615,0.1666367478958669,0.4600257283310356,252471,0.015511887692057164,4.089708722761668,1
Startup_90,Retail,49238,31759,0.4943238348119175,0.20968737383576652,392688,0.13404005559257287,3.957135694590648,0
Startup_91,Retail,6252,62112,0.2478259017483447,0.24114718869127383,379484,0.3551441198594591,6.420306721395315,0
Startup_92,Health,44764,28589,0.0699926101958811,0.1469049716221487,43783,0.48686911821882345,3.900923420224824,0
Startup_93,Health,82709,32015,0.3653409185334215,0.3186930965840239,44152,0.45274224651286127,7.992043733843854,1
Startup_94,Health,42441,31009,0.1682754872092448,0.31766144660500534,68741,0.4537061599923741,1.63712292410057,1
Startup_95,Health,97234,64046,0.49856829697001426,0.21749017632134865,379193,0.08155661439297862,6.943494271562429,0
Startup_96,Health,58682,28143,0.49009340434871573,0.1998656923124293,454718,0.12815291635475362,8.282753232910672,1
Startup_97,Retail,64494,8154,0.33150566883008453,0.4482339386812645,39092,0.293944777458287,7.055485209283871,1
Startup_98,Health,86317,23804,0.07361495998634161,0.22247790783899063,158725,0.44553434963589894,5.4750627551799615,1
Startup_99,Tech,70215,43688,0.3465618888607642,0.27207544646948373,240636,-0.10060401845354076,9.552763123625631,0
Startup_100,Finance,83587,66288,0.05558493836541333,0.17748714309121877,181541,0.012969304679037008,3.699446408182572,1
Startup_101,Health,11949,53195,0.024388437960172236,0.4040462765107073,264136,-0.10252720878412336,1.1725109877248001,1
Startup_102,Health,60393,22581,0.41324963864852815,0.22885167060459122,358627,0.2284059709716187,4.887904343170968,0
Startup_103,Retail,78553,54648,0.11277894436500385,0.28112497094494604,393729,0.014410697821276242,1.2971074231029451,1
Startup_104,Health,11941,32087,0.19572329184735773,0.16401072652684764,331898,0.028275496758801394,9.585430772737679,0
Startup_105,Health,30934,51930,0.48699412108832485,0.4944468165535633,171050,-0.15035882835841455,2.8892624117324637,1
Startup_106,Health,28386,34981,0.1750518459119406,0.18117308341567528,97592,0.04485724326531432,8.100343215539915,1
Startup_107,Retail,66886,71298,0.1552799928288245,0.39683413890749825,366687,0.40374755518110966,7.971148748569284,1
Startup_108,Health,80745,48167,0.45992191981515984,0.24237304266054166,53169,-0.03684903167641557,2.959560097146402,1
Startup_109,Finance,88251,77304,0.06426673820628948,0.14279783228786297,451503,0.2866312263470459,6.591038774321506,1
Startup_110,Retail,99456,45408,0.38219538095616956,0.40987344378418755,64745,0.24073984145701482,1.432710716378052,1
Startup_111,Finance,58413,41499,0.4941521276598593,0.20012305506306943,120168,0.4044392258583807,5.352171271334807,0
Startup_112,Retail,61800,54269,0.45163504527957793,0.43933700632901496,123985,-0.10739843664427325,1.1318241454523807,1
Startup_113,Health,47318,40559,0.3293172801661487,0.4618657332130204,277687,0.4843129722415302,9.290294921627577,1
Startup_114,Finance,75173,76319,0.16388978954643868,0.43692072592607417,197464,0.20784005222825586,9.784774217796144,1
Startup_115,Retail,75390,50787,0.1346177707773752,0.06575356166306255,31067,0.49683190664277005,3.0005448997472675,0
Startup_116,Tech,57329,37488,0.41143500138701594,0.4043180052522975,61033,0.4380603081060955,2.872954311367355,0
Startup_117,Health,48088,76441,0.4411127378363307,0.23510275992461477,55256,-0.044937909520825964,7.783481589059167,0
Startup_118,Retail,44811,76663,0.2674631071473895,0.4431753140820013,231705,-0.16068659306768085,3.2804145894640104,1
Startup_119,Tech,60479,24431,0.1297265709853684,0.3370794182081324,249455,-0.021052634343246945,9.055689032456606,1
Startup_120,Retail,90392,63681,0.06534217212147504,0.42513941036478126,210417,0.1692945542995939,6.16536222510684,0
Startup_121,Tech,92369,65483,0.052717939237597274,0.2747442964400759,425407,-0.07988254305436703,4.1569986070928096,0
Startup_122,Health,24963,51153,0.36234794920338925,0.29076147706951977,96803,-0.08277817883740807,8.49424371714478,0
Startup_123,Finance,60123,8368,0.21585817664538523,0.11497443446015027,213814,0.12381548297360712,5.4406603037205565,1
Startup_124,Tech,97705,29424,0.45362633839615646,0.40279431141020994,128843,-0.17671242018144911,9.20469622337628,0
Startup_125,Retail,78477,47004,0.3724389373561142,0.23872532525013723,489809,-0.11467834222741069,9.352128130564429,1
Startup_126,Health,19388,58985,0.10371760477814748,0.2750360532222122,38992,0.09110293758556326,2.488781369155684,1
Startup_127,Tech,10569,52069,0.31075093521969255,0.40329397134306844,222603,-0.15580906355442348,1.0209106551873726,1
Startup_128,Retail,74836,54326,0.22339767265509808,0.31948043003574755,58803,0.07772853951887049,9.85537846128162,0
Startup_129,Retail,41586,25398,0.2928523680766204,0.14049442734920037,382119,0.13180438616391155,9.155237825147314,1
Startup_130,Retail,17015,52861,0.3716538704358734,0.31560469661790175,204549,0.11588662985118003,1.4990071213345728,0
Startup_131,Tech,50002,77897,0.4050359816918575,0.23343478609084511,154282,0.4084224001821611,8.497308375469629,0
Startup_132,Tech,11254,70577,0.4234312899392949,0.2612864939197382,486545,0.1710437185362127,5.120244393032859,0
Startup_133,Tech,22144,67641,0.13444768854029213,0.0627400734812005,36270,0.1275863237346303,3.330654445224777,0
Startup_134,Finance,29214,11078,0.025246643959505266,0.14451320728232672,465224,0.0874964717741663,8.90871871309237,1
Startup_135,Tech,85719,27003,0.37225442023073885,0.17646713662146274,408413,0.3723363648131403,2.770005091512765,1
Startup_136,Tech,76774,64768,0.06210842586532955,0.37083200353646256,254929,0.42653962279988317,9.525699994780602,1
Startup_137,Tech,11090,53047,0.16431059842035414,0.055171612984151894,17452,0.3972697284379822,2.85059338929407,1
Startup_138,Finance,16637,73626,0.011870395720930101,0.23394976755310942,313630,0.27148260469197355,6.523148689558692,0
Startup_139,Tech,27415,59660,0.34401804637679384,0.4658120916915798,24859,-0.10384677782192805,3.0077770107607735,0
Startup_140,Retail,29071,51786,0.0918946856208984,0.10034627744710573,430452,-0.006191021355591436,5.911017984717713,0
Startup_141,Tech,63243,3925,0.3310883807489125,0.282390974698375,435115,-0.1677558554226158,7.155776169236272,0
Startup_142,Retail,46240,28015,0.49595388241224103,0.40393507207588114,42083,0.45157685249307983,2.712051377381238,1
Startup_143,Retail,88807,35320,0.04560872708890798,0.4741390883840525,339852,0.2625589707836372,5.687972044306113,0
Startup_144,Retail,38434,66881,0.04776822585621574,0.38604948779017306,121462,0.322454019019269,5.221537699511071,1
Startup_145,Finance,74724,28289,0.1767862454066707,0.37425449688998275,157735,0.018100217707560234,1.639336792630071,0
Startup_146,Finance,80697,5389,0.4345293919831576,0.42191964058809306,365220,0.39195746559413963,8.364770359077726,0
Startup_147,Finance,33732,27683,0.1156096357077526,0.25079054943989465,259737,-0.018277701404065066,4.021141605785576,0
Startup_148,Tech,16314,15629,0.1865851317658703,0.41263003967802486,291197,-0.19884937002128522,6.171239777966916,0
Startup_149,Retail,28954,63550,0.04356764924721999,0.05358398213545301,152157,0.06349047376448574,5.63305811439821,1
Startup_150,Finance,62108,26826,0.3839460927168558,0.4660524749195622,433780,0.19953303667135136,5.61934454113398,1
Startup_151,Finance,92044,28630,0.21007010795213105,0.2494879292827289,361889,0.13509340057586572,1.965001547876387,1
Startup_152,Tech,92505,48163,0.382031879199813,0.2990210845395864,200167,0.4034532998036178,4.811338083243995,1
Startup_153,Finance,41668,68435,0.4527678437299296,0.16469701201169706,79517,-0.12621629983068317,5.071300832859132,0
Startup_154,Tech,28061,13653,0.12405394207963148,0.38413887477818964,162225,0.1876764084436079,7.602785563280037,0
Startup_155,Health,84252,29961,0.40562405486657616,0.08448611291386196,146319,0.15908554487463517,8.560169487286286,1
Startup_156,Finance,44749,76137,0.0389560061383441,0.44268611114607587,413769,-0.003024912479485914,5.904840502900162,1
Startup_157,Health,21907,35662,0.4504352202083212,0.42265257305285425,424027,0.37555967880390734,1.7810465865849143,0
Startup_158,Tech,23777,58446,0.3288765883037862,0.14722705231014488,236453,0.32699405911754437,3.131645235368916,0
Startup_159,Retail,98229,23288,0.43837109482779224,0.41419597922836804,409351,0.3130014311322817,2.48440624167458,1
Startup_160,Finance,56745,38877,0.01009231578272513,0.40386097987766667,146645,0.41333473478868915,2.1215355687021225,1
Startup_161,Tech,96865,17313,0.09284972447443632,0.33449746898927707,89267,0.30594922043506473,4.293093687560268,1
Startup_162,Retail,86818,74715,0.20098209983898113,0.21808407960485937,148261,-0.03771109579969151,3.0645415193894383,0
Startup_163,Retail,28624,12326,0.19595642265361213,0.17217443938184054,352221,0.29389389815478373,2.9647280063036106,1
Startup_164,Health,28321,3560,0.12109788763252022,0.15430261563020753,446862,0.015391969372890668,1.4922385711864088,1
Startup_165,Tech,15488,28745,0.19698985053492807,0.19337403324362323,348767,-0.030477744756770647,1.159030403158905,1
Startup_166,Retail,27574,33890,0.07313586888012485,0.45660129954463863,141004,-0.1488974849702609,1.9249141838480361,1
Startup_167,Finance,10240,22022,0.21225295334035277,0.08493834919495158,63687,0.32082000624337365,2.5497773148126974,1
Startup_168,Finance,48221,54579,0.40315362128803944,0.4229920743138314,340456,0.29770067336486783,4.8788535596338285,0
Startup_169,Health,15478,72316,0.2447443309206421,0.2070005337688206,117615,-0.0358503656281344,5.594682351689602,1
Startup_170,Retail,60645,30380,0.018820043583155345,0.2847197282051112,403120,0.3245653117069091,2.26532726356029,0
Startup_171,Tech,24262,4356,0.21650758037383125,0.4075185351418208,37564,0.44248861816548707,4.823050073717677,1
Startup_172,Finance,57796,72326,0.02331575788451364,0.44796944616033707,300979,-0.12437972975589454,4.075739580933345,1
Startup_173,Retail,9432,22049,0.48345927124633115,0.20515163903269118,464803,-0.03715435312925755,2.6508127914816044,1
Startup_174,Retail,69291,77717,0.0724524401172058,0.25782956657379963,17697,0.3251825558611208,1.061566733335272,0
Startup_175,Health,84104,18082,0.3567672799020032,0.2365322291675565,90165,-0.007845328545045244,5.203160798695675,0
Startup_176,Finance,64399,2661,0.48666039821712204,0.05596296507675975,214994,0.23726478199860174,7.170865743386794,0
Startup_177,Finance,84714,39412,0.41475913531662023,0.1831742999863955,420262,-0.14318504287539985,3.036496007294263,1
Startup_178,Tech,55428,4920,0.3526645338118398,0.25663515517965285,67823,0.11654173537247708,2.1862614690701143,1
Startup_179,Finance,92731,62315,0.4213358456553758,0.2349921239961979,476796,0.31736399539506716,8.983384700022658,0
Startup_180,Tech,5302,10946,0.49108135969770755,0.37486815238205573,456586,0.2805597601302767,3.47522295239018,0
Startup_181,Finance,87558,47500,0.3144588036542295,0.22316162774949644,19615,0.3705504704730647,3.012513578133983,1
Startup_182,Health,5055,18309,0.28400055534637,0.2702194020368016,408276,0.4142164886222181,8.713872456489241,0
Startup_183,Finance,13717,57230,0.3178366741270079,0.2433238664595635,402643,0.3412284508811307,8.35396389250085,1
Startup_184,Tech,33699,32027,0.2710111845131619,0.38328176700246674,86436,0.27011142005724814,5.035118234721702,0
Startup_185,Tech,78686,74541,0.3211936618957622,0.43833757954413316,201591,-0.17779425572877822,5.403149752849971,0
Startup_186,Health,72661,61321,0.23042268190655404,0.2893500855533814,392706,0.17447667138661077,2.959738343506198,0
Startup_187,Finance,49247,2956,0.11703715961282048,0.405244487387836,343261,-0.17361159255960307,1.7047150343160173,1
Startup_188,Finance,21748,76131,0.06892114099072105,0.18355400690893275,464374,0.3656474719812158,6.16088642820095,1
Startup_189,Health,9621,49908,0.04348705841080759,0.2936163245707709,44782,0.02450716712197029,1.885104294311918,0
Startup_190,Finance,20034,27963,0.13902473403906804,0.2053534791514876,488925,0.19370056188254464,5.043470922609848,1
Startup_191,Finance,10126,41443,0.032600546524509576,0.23639041650732362,88533,-0.004388284876768206,9.464474786617096,1
Startup_192,Tech,10122,41063,0.28791368216049895,0.37958623916570083,250011,0.34775010106620546,9.57550950253526,1
Startup_193,Finance,23030,6703,0.14907593904152494,0.4467481170497207,199327,0.4205517686493317,3.1539905789262273,1
Startup_194,Finance,87838,67128,0.41402205596264574,0.10467292598949443,82684,0.07904974594914477,6.61702078041089,0
Startup_195,Health,89717,74099,0.04637802776430936,0.3355876654193212,460134,0.40404567545769227,5.266686376970719,1
Startup_196,Health,60658,27849,0.1209122322273281,0.3119647134100093,267165,-0.013047494780567354,8.881166148274954,1
Startup_197,Retail,43638,33860,0.3678206120741715,0.10328676762916936,225356,0.17426264615286663,3.442877778484479,0
Startup_198,Tech,72067,33585,0.3034160652279108,0.14535244869804909,351702,0.40113300088709275,1.0333216614917515,1
Startup_199,Finance,93869,24015,0.041600722912092096,0.18995112262970615,226621,0.028116939831053234,2.463050853382736,1
Startup_200,Finance,39674,79539,0.43984733400947823,0.12511898186787568,245295,0.46782958555466,4.145705210524582,1
Startup_201,Retail,40854,45585,0.43985826378482795,0.15967826713595382,353566,-0.11468434875303148,3.8414901679343973,0
Startup_202,Finance,51271,28958,0.1718999218991292,0.1704203594877684,261435,-0.18720745119354565,8.122266272105973,0
Startup_203,Tech,78688,28017,0.1767988632412867,0.20105322486757682,267424,0.43289474680473344,7.125045995249541,1
Startup_204,Retail,43518,78707,0.4946238955915852,0.38722570376052157,428472,-0.15194593369648945,3.6960068765340752,1
Startup_205,Tech,15267,47350,0.3168263240806377,0.3073604917327703,433221,0.49432243716324414,5.119694354495921,0
Startup_206,Retail,95825,14201,0.270345095078349,0.49381100237813064,278782,0.46597780338537426,1.860031935625017,0
Startup_207,Retail,6062,31426,0.42069456994044296,0.23663112213536197,309563,-0.10408536297457555,9.083318003380906,0
Startup_208,Health,55448,19778,0.14979226579508506,0.3892392832266163,43377,0.17630923798479603,9.418823420036807,1
Startup_209,Tech,11229,47241,0.22029947076421488,0.4421607896194402,116244,-0.07055579177299898,9.818231818428442,1
Startup_210,Finance,61793,44229,0.14121057098928375,0.35554032186711887,184188,0.09970862112108386,8.816975477072539,0
Startup_211,Finance,52915,50364,0.3966888148284784,0.2353391331878732,439850,-0.15700240951811714,2.5656479892660298,1
Startup_212,Tech,9632,59056,0.2909411793612568,0.3891175838355888,223363,-0.043252788542387344,1.4157683488146595,1
Startup_213,Finance,8596,29490,0.33282428436863454,0.1416502119977082,33382,0.05429095747922963,6.2163705467140655,1
Startup_214,Finance,11168,21975,0.13363055242130922,0.19739847433105961,256375,0.10705325017223832,9.213445241947994,1
Startup_215,Tech,12561,28723,0.1179103976748844,0.29600836479467996,197135,0.48424738074622514,2.5961622549376857,1
Startup_216,Retail,78794,25279,0.24930356820163996,0.30893422427876677,163466,0.3655059519787868,1.0633862316172769,1
Startup_217,Tech,87152,13561,0.37140721705548513,0.05996366396268326,339933,0.31618696101836224,8.249464414290198,1
Startup_218,Retail,31734,68061,0.26736748118487846,0.4753013849402039,244318,0.17592892031938195,1.6911611585806061,0
Startup_219,Finance,11371,51153,0.025996381997377617,0.3634822720478255,382778,0.3879984324230403,4.723354287190274,0
Startup_220,Finance,31069,35142,0.4355902380969415,0.273066687604351,141936,0.03752598495899773,7.109986034699065,0
Startup_221,Finance,84905,28916,0.04169657782241447,0.46990725548373874,371716,0.29622937894132123,3.131178269105621,0
Startup_222,Health,17910,66324,0.4783539970231686,0.24759300436287285,443438,0.4956487827647204,1.7556630710205403,0
Startup_223,Retail,78479,46965,0.022319559555863636,0.4911960066216673,416882,0.020240236254639138,7.930191056102458,0
Startup_224,Health,82735,6648,0.3502807235040473,0.2805281407595683,133664,0.2718122744187771,6.671575763983373,0
Startup_225,Health,86264,37133,0.05028146121877301,0.10142859649909075,162027,0.3910204049066676,9.896414360381243,0
Startup_226,Tech,28275,52677,0.4562315239232184,0.39416043760667474,382818,0.4410653083454705,4.098772299879633,0
Startup_227,Health,77274,72135,0.23757228575051598,0.3555039762850282,113533,0.30255288365807126,1.5558614766117973,1
Startup_228,Tech,86449,37046,0.07738664966033754,0.39784402458751406,353989,-0.0014744536080046333,7.609150318017662,1
Startup_229,Tech,65004,49064,0.17699969289702483,0.4781489129265565,257997,0.0283975060982625,5.695600769679211,0
Startup_230,Health,67981,71350,0.09076409091991339,0.39942018619295816,79590,-0.18546937751322506,2.9188353825022157,1
Startup_231,Retail,89659,47893,0.0935851366629741,0.3251014709974911,399919,0.33262018437005675,8.035560901042835,1
Startup_232,Retail,59553,63272,0.4745730768840067,0.4357890060623784,338615,-0.17008227575663404,2.8337993726494934,0
Startup_233,Retail,53447,69649,0.2281705950195462,0.3529608977095392,491530,0.4052566482219219,3.345954893496429,0
Startup_234,Retail,39529,66674,0.3965131093136262,0.23365357557166538,315442,-0.11693756986782286,1.8327569893004723,0
Startup_235,Retail,80703,15760,0.32340672497706413,0.44852889390879797,466324,-0.07968644150485305,4.59489051127769,1
Startup_236,Health,81090,23927,0.3414489175458122,0.1498552073529678,254936,0.1335685295825661,4.770363015436771,1
Startup_237,Health,22260,63367,0.07452978485129887,0.3715885737089259,58924,0.31651629061811964,5.631056113134686,0
Startup_238,Finance,8812,14588,0.12475037893958797,0.4467035547233406,419925,-0.10269845636064563,7.380678404113997,1
Startup_239,Retail,33024,54233,0.39550766422567407,0.37909243386648334,19726,0.10804975254654886,9.154908358123832,1
Startup_240,Health,63656,46738,0.48567544117264366,0.3637739385742356,201896,0.1379958920870733,2.2396068899902777,1
Startup_241,Finance,32285,35397,0.13871106487333934,0.3886872323323262,50542,-0.051400050831986094,1.4891328851379135,0
Startup_242,Retail,97436,78367,0.14306869472800954,0.25927486173528996,423461,-0.1191091363235578,1.1667811023489996,1
Startup_243,Tech,6605,73260,0.24171959507734336,0.4433768069706617,44753,0.3854946460899476,2.2925924026193463,1
Startup_244,Finance,76158,78619,0.49208175329916454,0.14154641381124106,351932,0.15172595483393586,6.921545372034633,1
Startup_245,Health,77303,21816,0.14178988345497082,0.10732388720015268,293460,-0.18993313481109292,7.54729370196847,1
